,Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor,Start time,End time,Day,Building
166,AE,199,61002,Computer-Aided Design,0,8,7,4,1,0,1,0,0,0,0,0,1,0,3.47,"Laystrom-Woodar, Julia K",900.0,950.0,TR,B Engineering Hall
167,AE,202,54415,Aerospace Flight Mechanics,4,18,26,22,15,9,1,1,2,0,0,0,0,1,3.4,"Ghosh, Alexander R",960.0,1010.0,MW,Materials Science & Eng Bld
168,AE,311,65567,Incompressible Flow,0,3,4,8,9,4,3,4,0,0,1,1,1,2,2.83,"Woodard, Brian S",600.0,650.0,MW,Ceramics Building
169,AE,312,29874,Compressible Flow,2,28,6,2,31,2,2,14,1,0,5,0,2,0,3.01,"Dutton, J C",780.0,830.0,MW,Talbot Laboratory
170,AE,321,65568,Mechs of Aerospace Structures,2,6,6,5,6,4,4,2,1,0,0,0,0,1,3.18,"James, Kai",540.0,590.0,MW,Mechanical Engineering Bldg
171,AE,323,54418,Applied Aerospace Structures,3,23,17,5,25,3,4,8,4,0,3,0,2,0,3.1,"Lambros, John",540.0,590.0,MW,Burrill Hall
172,AE,352,65569,Aerospace Dynamical Systems,6,6,12,3,5,6,3,4,1,0,2,0,0,1,3.16,"Namachchivaya, N S",660.0,710.0,MW,Psychology Building
173,AE,353,29907,Aerospace Control Systems,18,22,11,2,5,0,1,0,0,2,0,0,2,1,3.6,"Bretl, Timothy W",660.0,710.0,MW,Materials Science & Eng Bld
174,AE,403,29973,Spacecraft Attitude Control,5,11,4,3,3,2,0,2,0,0,0,0,0,0,3.6,"Ho, Koki",930.0,1010.0,TR,B Engineering Hall
175,AE,410,29954,Computational Aerodynamics,2,6,5,4,2,2,3,0,2,0,0,1,2,0,3.05,"Balajewicz, Maciej",780.0,860.0,MW,B Engineering Hall
176,AE,419,29960,Aircraft Flight Mechanics,2,5,8,7,2,5,4,3,2,3,0,1,0,0,2.96,"Selig, Michael S",1440.0,1490.0,MW,Digital Computer Laboratory
177,AE,434,29970,Rocket Propulsion,0,4,6,2,15,4,0,4,0,0,0,0,7,0,2.62,"Levin Fliflet, Deborah",600.0,650.0,MW,Transportation Building
178,AE,435,29965,Electric Propulsion,1,12,4,4,3,2,2,0,0,0,0,0,0,0,3.56,"Burton, Rodney L",660.0,1460.0,TR,B Engineering Hall
179,AE,443,56779,Aerospace Systems Design II,3,35,18,4,4,1,0,0,0,0,0,0,0,0,3.79,"D'Urso, Steven J",810.0,920.0,TR,Transportation Building
180,AE,443,56782,Aerospace Systems Design II,0,5,14,4,12,3,3,0,1,0,0,0,0,0,3.27,"Putnam, Zachary R",1470.0,920.0,T,Siebel Center for Comp Sci
181,AE,461,54458,Structures & Control Lab,7,67,29,6,0,1,0,5,0,0,0,0,1,0,3.75,"Chasiotis, Ioannis",600.0,650.0,TR,Chemistry Annex
182,AFRO,101,45869,"Black America, 1619-Present",1,6,2,4,2,3,2,0,0,0,0,0,1,0,3.21,"McDuffie, Erik S",540.0,590.0,W,Armory
183,AFRO,103,44761,Black Women in the Diaspora,2,3,5,0,0,3,0,0,3,2,1,3,3,0,2.28,"Flynn, Karen",540.0,620.0,MW,Wohlers Hall
184,AFRO,105,61994,Black Literature in America,0,3,3,4,7,2,0,2,0,1,0,0,0,2,3.09,"Jenkins, Candice M",570.0,650.0,TR,Armory
185,AFRO,132,65553,African American Music,0,11,5,5,2,2,0,0,0,0,0,0,0,0,3.61,"Meyers, John P",660.0,1460.0,TR,Music Building
186,AFRO,227,65251,Studies in Black Television,0,9,4,4,1,1,0,0,1,1,0,0,0,0,3.46,"Thompson-Spires, Nafissa",840.0,920.0,TR,Davenport Hall
188,AGCM,315,60158,Emerging Media,0,22,1,3,3,0,0,0,0,0,0,0,0,0,3.82,"Cupps-Miller, Heather A",660.0,1460.0,TR,Bevier Hall
189,AGCM,320,29901,Public Information Campaigns,0,4,9,7,2,2,0,0,0,1,0,0,0,0,3.4,"Rodriguez, Ma Lulu A",840.0,950.0,MW,Lincoln Hall
190,AGED,260,58723,Intro to Leadership Studies,21,57,21,20,17,14,10,7,4,6,1,2,1,1,3.31,"Burgoon, Lisa A",540.0,590.0,MW,Mumford Hall
191,AGED,300,54390,Training and Development,4,22,1,1,3,0,1,0,1,0,0,0,0,0,3.76,"Korte, Debra S",660.0,1490.0,TR,Animal Sciences Laboratory
192,AGED,310,55485,Prof Dev in Leadership Ed,10,3,1,3,4,1,0,0,1,0,0,0,0,0,3.57,"Keating, Kari H",1440.0,830.0,F,Bevier Hall
193,AGED,380,47949,Leadership in Groups and Teams,7,14,15,2,3,4,0,1,0,0,0,0,0,0,3.64,"Collins, Jasmine D",780.0,860.0,MW,English Building
194,AGED,480,54403,Collaborative Leadership,9,16,2,0,0,0,1,0,0,0,0,0,0,0,3.92,"Macke, Tiffany B",840.0,920.0,TR,Bevier Hall
195,AGED,480,58805,Collaborative Leadership,3,22,9,0,0,0,0,0,0,0,0,0,1,0,3.8,"Keating, Kari H",570.0,650.0,TR,Huff Hall
196,AIS,101,65444,Intro to Amer Indian Studies,0,9,11,6,2,1,0,0,0,0,0,0,0,0,3.62,"Theobald, Brianna J",660.0,1460.0,MW,Transportation Building
197,AIS,101,65445,Intro to Amer Indian Studies,19,12,0,1,1,0,0,0,0,0,1,0,0,1,3.86,"Davis, Jennifer L",1470.0,825.0,TR,David Kinley Hall
198,ANSC,100,29911,Intro to Animal Sciences,1,11,1,0,9,0,1,1,0,0,0,0,0,0,3.46,"Parrett, Douglas F",480.0,590.0,T,ARENA Stock Pavilion
199,ANSC,100,29915,Intro to Animal Sciences,2,16,0,2,9,0,2,2,0,0,1,0,0,0,3.39,"Parrett, Douglas F",900.0,1010.0,T,ARENA Stock Pavilion
200,ANSC,101,54701,Contemporary Animal Issues,5,88,17,20,19,12,7,8,6,5,0,1,5,3,3.31,"Johnson, Janeen L",1470.0,830.0,TR,Animal Sciences Laboratory
202,ANSC,110,57581,Life With Animals and Biotech,1,15,5,2,0,0,0,1,0,0,0,0,0,0,3.79,"Allen, Crystal A",900.0,980.0,TR,Animal Sciences Laboratory
204,ANSC,205,29921,World Animal Resources,6,50,0,10,6,0,0,0,0,0,0,0,0,0,3.82,"Parsons, Carl M",930.0,1010.0,TR,Animal Sciences Laboratory
210,ANSC,223,54349,Animal Nutrition,0,35,0,5,44,0,11,15,0,6,12,0,2,0,2.8,"Dilger, Ryan N",600.0,650.0,MW,Animal Sciences Laboratory
211,ANSC,224,54350,Animal Reproduction and Growth,9,15,4,11,24,6,4,27,7,3,5,3,3,1,2.66,"Miller, David J",540.0,590.0,MW,Animal Sciences Laboratory
212,ANSC,250,50315,Companion Animals in Society,273,108,48,40,38,20,14,15,13,6,7,4,12,1,3.52,"Albert, Sarah D",660.0,1460.0,TR,AUD Foellinger Auditorium
213,ANSC,298,29959,Undergraduate Seminar,30,11,2,1,1,2,0,0,0,0,0,0,0,0,3.89,"Hurley, Walter L",900.0,950.0,T,Lincoln Hall
214,ANSC,305,29925,Human Animal Interactions,23,11,4,2,3,1,2,1,0,0,0,0,1,0,3.66,"Albert, Sarah D",570.0,650.0,TR,Animal Sciences Laboratory
215,ANSC,363,59971,Behavior of Domestic Animals,3,12,4,7,2,0,2,0,0,0,0,0,0,0,3.62,"Kukekova, Anna V",840.0,950.0,F,Animal Sciences Laboratory
217,ANSC,402,29963,Sheep Production,0,26,0,0,12,0,0,1,0,0,0,0,0,0,3.64,"Cobb, Alan R",570.0,650.0,TR,W Turner Hall
218,ANSC,406,51162,Zoo Animal Conservation Sci,35,28,9,13,14,11,5,7,0,0,2,0,0,0,3.45,"Roca, Alfred L",660.0,710.0,MW,Animal Sciences Laboratory
219,ANSC,409,29979,Meat Science,1,19,0,0,7,0,0,1,0,0,0,0,0,0,3.68,"Dilger, Anna C",600.0,650.0,MW,Meat Science Laboratory
220,ANSC,422,39489,Companion Animal Nutrition,0,20,0,0,16,0,0,5,0,0,3,0,0,0,3.2,"Swanson, Kelly S",540.0,590.0,MW,Animal Sciences Laboratory
221,ANSC,438,29976,Lactation Biology,6,17,2,1,0,0,1,0,0,0,0,0,0,0,3.89,"Hurley, Walter L",780.0,830.0,F,Animal Sciences Laboratory
222,ANSC,446,61557,Population Genetics,5,10,0,2,3,0,0,1,0,0,1,0,0,0,3.54,"Roca, Alfred L",780.0,830.0,MW,Animal Sciences Laboratory
223,ANSC,450,39603,Comparative Immunobiology,0,17,0,0,19,0,0,4,0,0,0,0,0,0,3.33,"Steelman, Andrew J",1470.0,830.0,TR,Noyes Laboratory
224,ANSC,498,56799,Integrating Animal Sciences,0,58,0,0,7,0,0,1,0,0,0,0,0,0,3.86,"Loerch, Steven C",960.0,1070.0,M,Animal Sciences Laboratory
225,ANSC,499,29989,Dangerous Dog Breeds & Discrim,10,7,0,1,1,0,0,0,0,0,0,0,3,0,3.38,"Albert, Sarah D",780.0,890.0,W,Armory
226,ANSC,520,29990,Protein and Energy Nutrition,2,5,4,3,5,2,0,0,0,0,0,0,0,0,3.48,"Stein, Hans-Henrik",660.0,710.0,MW,Animal Sciences Laboratory
227,ANSC,561,39957,Animal Stress Physiology,3,15,2,2,0,1,0,1,0,0,0,0,0,0,3.78,"Johnson, Janeen L",540.0,620.0,TR,Animal Sciences Laboratory
228,ANTH,101,54598,Introduction to Anthropology,6,53,42,33,44,11,7,21,6,3,2,3,4,0,3.14,"Lucero, Lisa J",480.0,560.0,TR,THEAT Lincoln Hall
229,ANTH,103,30027,Anthro in a Changing World,0,37,34,20,33,23,14,17,6,3,4,1,2,1,3.02,"Moodie, Ellen",600.0,650.0,MW,Smith Memorial Hall
231,ANTH,165,39005,Lang & Culture Native North Am,12,8,0,1,0,0,0,0,0,0,1,0,0,0,3.83,"Davis, Jennifer L",570.0,650.0,TR,Animal Sciences Laboratory
232,ANTH,175,30042,Archaeology and Pop Culture,9,10,0,1,3,0,4,3,4,0,1,0,1,0,3.09,"Silverman, Helaine I",780.0,830.0,MW,Davenport Hall
233,ANTH,209,43563,"Food, Culture, and Society",0,118,19,6,5,4,1,1,0,0,0,0,6,1,3.7,"Manalansan, Martin F",840.0,920.0,TR,Library
235,ANTH,270,58654,Language in Culture,4,9,6,3,1,0,0,1,0,0,0,0,1,0,3.56,"Kramer, Elise A",660.0,710.0,F,Davenport Hall
236,ANTH,362,39018,"Body, Personhood, and Culture",2,10,1,3,5,1,0,0,1,0,0,0,1,0,3.38,"Farnell, Brenda M",840.0,1010.0,T,Foreign Languages Building
237,ANTH,393,63521,The World of Jewish Sepharad,2,4,0,7,3,1,1,1,1,0,2,0,0,0,3.04,"Saul, Mahir",1470.0,830.0,TR,Davenport Hall
238,ANTH,462,46498,Museum Theory and Practice,6,7,3,3,0,1,0,0,0,0,1,0,0,0,3.65,"Niculescu, Tatiana",660.0,1460.0,TR,B David Kinley Hall
239,ARAB,404,38896,Intermediate Stand Arabic II,5,3,5,1,4,1,0,1,1,0,0,0,0,0,3.43,"Sawwan, Rana J",1440.0,1490.0,TR,G Foreign Languages Building
240,ARCH,210,30223,Intro to the Hist of Arch,7,25,23,20,17,13,13,6,8,1,2,1,3,0,3.05,"Grossman, Heather E",930.0,1010.0,TR,Temple Hoyne Buell Hall
241,ARCH,233,52579,Construction of Buildings,0,40,0,0,36,0,0,20,0,0,2,0,0,0,3.16,"Deutsch, Randall",480.0,560.0,TR,Temple Hoyne Buell Hall
242,ARCH,272,30214,Strategies of Arch Design,0,10,17,10,19,8,3,13,4,3,0,1,2,0,2.87,"Emmons, David J",480.0,650.0,MW,ARR Architecture Annex
243,ARCH,341,30229,Environment Tech HVAC,9,14,5,4,10,1,3,4,0,0,0,0,0,0,3.43,"Schwenk, David M",570.0,650.0,MW,Bevier Hall
244,ARCH,342,30234,Environment Tech Ltg & Acoust,8,17,10,4,13,2,2,2,0,0,0,0,1,0,3.44,"Boubekri, Mohamed",570.0,650.0,TR,Bevier Hall
245,ARCH,352,30236,Mech of Mat & Design Appl,20,21,24,10,15,5,4,4,1,0,0,0,0,0,3.49,"Uihlein, Marci S",930.0,1010.0,TR,Architecture Building
247,ARCH,410,39948,Ancient Egyptian & Greek Arch,2,8,1,4,6,6,1,5,1,0,0,0,1,0,3.0,"Senseney, John R",840.0,920.0,TR,Bevier Hall
248,ARCH,415,65831,Neoclass & Nineteen Cent Arch,0,2,9,6,4,0,0,1,0,0,0,0,1,1,3.26,"Grossman, Heather E",660.0,1460.0,TR,Architecture Building
249,ARCH,416,39951,Modern American Architecture,8,23,16,4,3,2,1,0,1,0,0,0,0,0,3.7,"Burns, Jennifer",660.0,1460.0,MW,Transportation Building
250,ARCH,452,30280,Theory of Reinforced Concrete,17,24,9,12,6,1,0,0,2,0,0,0,0,0,3.68,"Aminmansour, Abbas",660.0,1460.0,TR,Noyes Laboratory
254,ARCH,501,61894,Architectural Practice,11,15,10,5,4,10,5,9,0,0,0,0,0,0,3.27,"Deutsch, Randall",840.0,920.0,T,Lincoln Hall
256,ART,104,65168,Sculpture for Non-Majors,12,8,0,0,0,1,0,0,0,0,0,0,0,0,3.94,"Brunel, Nicole S",900.0,1010.0,MW,Art and Design Building
257,ART,105,60561,Visual Design for Non-Majors,4,14,5,1,0,0,1,0,0,0,0,0,0,0,3.84,"Bai, Qiuailin",570.0,650.0,TR,Flagg Hall
258,ART,105,63978,Visual Design for Non-Majors,1,20,2,1,0,0,0,0,0,0,0,0,0,0,3.94,"Bai, Qiuailin",570.0,650.0,TR,Flagg Hall
259,ART,310,62245,Design Thinking,0,30,10,3,1,0,0,0,0,0,0,0,0,0,3.86,"Goggin, Nan E",840.0,950.0,TR,Art and Design Building
260,ARTD,270,65475,Design Methods,0,15,3,1,1,0,0,1,0,0,0,0,0,0,3.78,"Sethi Suresh, Simrun",840.0,920.0,TR,Art and Design Building
262,ARTD,313,39752,Digital Interaction,0,15,8,8,3,2,1,0,0,0,0,0,1,0,3.49,"Thomas, Nekita S",540.0,700.0,MW,Art and Design Building
263,ARTD,313,65190,Digital Interaction,1,22,4,7,4,0,0,0,0,0,0,0,0,0,3.74,"Kwon, Linda E",780.0,940.0,MW,Art and Design Building
264,ARTD,326,51827,Sustainability & Manufacturing,5,14,17,7,4,4,1,0,0,1,0,0,1,0,3.48,"Thomas, Joyce K",960.0,1040.0,TR,Art and Design Building
265,ARTD,333,65176,Type & Image,7,9,2,0,3,0,0,1,0,0,0,1,1,0,3.46,"Robinson, Stacey",570.0,1450.0,TR,Art and Design Building
266,ARTD,362,59043,Photography Workshop,10,8,2,0,1,0,0,0,0,0,0,0,0,0,3.92,"Craven, Eli J",780.0,940.0,MW,Art and Design Building
267,ARTD,402,50477,Industrial Design VI,4,6,10,3,0,0,0,0,0,0,0,0,0,0,3.77,"Weightman, David I",540.0,700.0,MW,Art and Design Building
268,ARTD,444,65179,Typographic Systems,0,13,4,1,3,0,0,0,0,0,0,0,0,0,3.76,"Thomas, Nekita S",570.0,1450.0,TR,Art and Design Building
269,ARTD,448,61984,Professional Design Practice,8,20,8,5,3,1,1,0,0,0,0,0,0,0,3.74,"Sethi, Suresh",840.0,920.0,TR,Art and Design Building
270,ARTD,471,65182,Graphic Design Capstone,2,19,8,2,1,0,0,0,0,0,0,0,0,0,3.84,"Benson, Eric",780.0,940.0,MW,Art and Design Building
271,ARTF,104,30550,Drawing II,4,3,3,5,3,2,1,0,0,0,0,0,0,0,3.44,"Hammie, Patrick E",570.0,1450.0,TR,Art and Design Building
272,ARTH,113,44294,Introduction to African Art,3,5,4,2,2,1,2,0,2,1,1,0,0,0,3.15,"Richter, Sarah D",1470.0,800.0,R,Art and Design Building
273,ARTH,215,30623,Greek Art,2,7,2,1,8,3,0,1,0,0,1,0,0,0,3.27,"Kreindler, Katharine R",660.0,1460.0,TR,Flagg Hall
274,ARTH,242,65135,Art Since 1940,1,8,8,5,0,3,1,2,0,0,0,0,0,0,3.44,"Romberg, Kristin",840.0,920.0,TR,Architecture Building
275,ARTH,257,48074,History of Photography,0,7,13,14,17,6,2,2,1,0,0,0,0,0,3.22,"Shea, Laura E",960.0,1040.0,MW,Architecture Building
276,ARTH,360,39087,Women and the Visual Arts,0,5,11,6,3,2,1,0,0,0,1,1,2,1,3.08,"Rosenthal, Lisa",660.0,1460.0,TR,Art and Design Building
277,ASTR,100,30779,Introduction to Astronomy,29,8,12,4,10,8,5,2,4,3,4,0,6,0,3.02,"Evans, Jessica M",600.0,650.0,MW,David Kinley Hall
279,ASTR,121,30832,The Solar System,14,20,13,13,23,10,4,10,4,1,7,0,5,4,2.96,"Evans, Jessica M",780.0,830.0,TR,Library
280,ASTR,122,30845,Stars and Galaxies,31,34,18,22,17,9,10,6,12,1,0,0,3,1,3.26,"Looney, Leslie W",660.0,710.0,MW,Temple Hoyne Buell Hall
281,ASTR,150,54508,Killer Skies: Astro-Disasters,26,56,27,17,14,11,8,3,1,1,4,2,5,1,3.36,"Dunne, Bryan C",780.0,830.0,MW,Smith Memorial Hall
282,ASTR,210,30855,Introduction to Astrophysics,0,8,9,11,9,15,4,7,6,4,4,4,4,0,2.52,"Wong, Tony",780.0,830.0,MW,Transportation Building
283,ASTR,405,39316,Planetary Systems,1,9,4,5,3,5,0,2,0,0,0,0,1,0,3.26,"Dalal, Neal K",660.0,710.0,MW,Astronomy Building
284,ASTR,414,43741,Astronomical Techniques,2,5,6,3,6,2,2,3,1,0,1,0,1,0,3.02,"Vieira, Joaquin D",600.0,650.0,MW,Astronomy Building
285,ATMS,100,39350,Introduction to Meteorology,70,130,35,40,63,22,23,13,8,3,4,1,5,0,3.38,"McFarquhar, Greg M",600.0,650.0,MW,THEAT Lincoln Hall
286,ATMS,120,39412,Severe and Hazardous Weather,268,161,75,42,23,14,5,9,2,6,1,1,2,0,3.74,"Snodgrass, Eric R",840.0,920.0,TR,THEAT Lincoln Hall
287,ATMS,120,30891,Severe and Hazardous Weather,32,36,20,12,11,7,8,5,3,3,2,1,5,0,3.29,"Hence, Deanna",660.0,1460.0,TR,Gregory Hall
288,ATMS,140,30894,Climate and Global Change,2,15,9,9,11,6,5,3,1,0,0,2,4,1,3.0,"Schlesinger, Michael E",840.0,890.0,MW,Lincoln Hall
289,ATMS,201,48377,General Physical Meteorology,11,32,5,4,4,2,1,3,0,0,0,0,2,0,3.58,"Snodgrass, Eric R",1470.0,830.0,TR,Lincoln Hall
290,ATMS,305,50296,Computing and Data Analysis,13,4,3,2,2,5,1,1,3,0,0,2,2,1,3.04,"Nesbitt, Stephen",570.0,650.0,MW,GA Foreign Languages Building
291,ATMS,307,57309,Climate Processes,2,3,0,2,7,4,2,4,0,0,2,0,0,0,2.81,"Jain, Atul",660.0,1460.0,TR,Atmospheric Sciences Bldg
292,ATMS,502,63423,Numerical Fluid Dynamics,5,9,2,3,1,0,0,1,0,0,0,0,0,0,3.73,"Jewett, Brian F",840.0,920.0,TR,Materials Science & Eng Bld
293,BADM,300,30956,The Legal Environment of Bus,16,19,7,3,8,6,3,7,0,2,1,1,1,1,3.26,"Fricke, Michael R",570.0,650.0,MW,Education Building
294,BADM,300,40037,The Legal Environment of Bus,41,71,43,34,26,14,9,4,7,2,1,0,3,0,3.45,"Fricke, Michael R",660.0,1460.0,MW,Smith Memorial Hall
295,BADM,310,30963,Mgmt and Organizational Beh,70,65,49,34,44,25,18,10,8,4,4,0,3,1,3.34,"Love, E G",570.0,650.0,TR,AUD Foellinger Auditorium
297,BADM,311,31044,Individual Behavior in Orgs,0,29,19,7,2,1,0,0,0,0,0,0,0,0,3.75,"Gajendran, Ravi S",840.0,920.0,MW,Business Instructional Fac
298,BADM,311,39261,Individual Behavior in Orgs,0,11,8,4,2,2,1,0,0,0,0,0,0,0,3.58,"Gajendran, Ravi S",930.0,1010.0,MW,Business Instructional Fac
299,BADM,312,31048,Org Design and Environment,4,15,7,3,1,2,1,0,0,0,0,0,0,0,3.71,"Lee, Seung Hoon",930.0,1010.0,TR,Wohlers Hall
300,BADM,313,31071,Human Resource Management,3,6,4,4,14,1,0,0,2,0,0,0,0,0,3.29,"Kraatz, Matthew S",1470.0,830.0,MW,Wohlers Hall
301,BADM,314,63687,Leading Negotiations,0,5,13,14,9,3,1,0,0,0,0,0,0,0,3.37,"Jang, Daisung",1470.0,830.0,MW,Business Instructional Fac
302,BADM,320,30958,Principles of Marketing,338,81,30,17,4,1,1,1,1,0,0,0,0,1,3.93,"Wolters, Mark E",480.0,560.0,TR,AUD Foellinger Auditorium
304,BADM,322,40724,Marketing Research,0,10,9,17,7,1,0,0,0,0,0,0,0,0,3.48,"Anand, Sowmya",660.0,1460.0,TR,Wohlers Hall
305,BADM,322,31038,Marketing Research,4,13,11,1,0,2,0,0,0,0,0,0,0,0,3.78,"Noel, Hayden N",1470.0,830.0,TR,Business Instructional Fac
306,BADM,323,31053,Marketing Communications,0,26,9,3,4,0,1,0,0,1,1,0,0,0,3.64,"Shabbir, Muhammad S",1470.0,830.0,TR,Business Instructional Fac
307,BADM,324,31057,Purchasing and Supply Mgmnt,3,41,13,5,4,0,0,0,0,0,0,0,0,0,3.82,"Palekar, Udatta S",840.0,920.0,MW,Wohlers Hall
308,BADM,325,31059,Consumer Behavior,8,14,11,0,2,0,0,0,0,0,0,0,0,0,3.84,"Otnes, Cornelia C",840.0,920.0,MW,Business Instructional Fac
309,BADM,325,31060,Consumer Behavior,11,9,11,1,2,3,1,0,0,0,0,0,0,0,3.69,"Otnes, Cornelia C",660.0,1460.0,MW,Wohlers Hall
310,BADM,326,61562,Pricing Policies,7,14,1,5,5,0,0,1,0,0,0,0,0,0,3.68,"Liu, Yunchuan",930.0,1010.0,MW,Wohlers Hall
311,BADM,327,31073,Marketing to Business and Govt,2,19,0,7,0,0,1,0,0,0,0,0,0,0,3.78,"Nezami, Mehdi",840.0,920.0,TR,Business Instructional Fac
312,BADM,337,47944,Practicum in Supply Chain Mgt,5,32,12,3,3,0,0,0,0,0,0,0,0,0,3.84,"Palekar, Udatta S",1080.0,1250.0,T,Armory
313,BADM,350,39324,IT for Networked Organizations,0,39,9,5,10,1,0,0,0,0,0,0,0,0,3.72,"Nelson, Matthew L",1020.0,1190.0,M,Business Instructional Fac
314,BADM,350,50065,IT for Networked Organizations,0,5,15,13,16,6,0,0,1,1,1,0,0,0,3.21,"Sachdev, Vishal",1470.0,830.0,MW,Business Instructional Fac
315,BADM,350,50233,IT for Networked Organizations,8,23,25,3,4,2,0,0,0,0,0,0,0,0,3.74,"Subramanyam, Ramanath",1470.0,830.0,TR,Wohlers Hall
316,BADM,350,59972,IT for Networked Organizations,8,26,18,5,3,2,0,0,0,0,0,0,0,0,3.76,"Subramanyam, Ramanath",840.0,920.0,TR,Wohlers Hall
317,BADM,352,31226,Database Design and Management,3,42,12,7,2,0,0,0,0,0,0,0,0,0,3.84,"Yang, Yi",660.0,1460.0,MW,Wohlers Hall
318,BADM,353,31238,Info Sys Analysis and Design,1,19,12,12,10,3,1,1,0,0,1,0,0,0,3.46,"Haran, Vidya",570.0,650.0,TR,Wohlers Hall
319,BADM,366,30968,Product Design and Development,4,21,24,4,1,0,0,0,0,0,0,0,0,0,3.79,"Weightman, David I",930.0,1010.0,TR,Art and Design Building
320,BADM,374,31024,Management Decision Models,2,18,8,16,10,1,6,1,0,0,0,0,1,0,3.35,"Elsaleiby, Aber",660.0,1460.0,TR,Business Instructional Fac
321,BADM,374,31007,Management Decision Models,1,14,11,1,10,5,2,0,0,0,0,0,0,0,3.45,"Elsaleiby, Aber",1470.0,830.0,MW,Wohlers Hall
322,BADM,375,46940,Business Process Management,3,5,11,16,7,9,2,1,0,0,0,0,0,1,3.28,"Lim, Michael K",570.0,650.0,MW,Business Instructional Fac
323,BADM,375,52243,Business Process Management,6,5,9,11,11,11,1,0,0,0,1,0,0,0,3.26,"Lim, Michael K",660.0,1460.0,MW,Business Instructional Fac
324,BADM,375,64936,Business Process Management,0,6,6,7,10,3,2,2,1,1,0,0,0,0,3.13,"Scott, Nehemiah",660.0,1460.0,TR,Business Instructional Fac
325,BADM,378,31076,Logistics Management,0,12,18,10,10,5,2,3,0,2,0,0,0,1,3.29,"Scott, Nehemiah",1470.0,830.0,TR,Business Instructional Fac
326,BADM,379,47946,Business Process Improvement,1,7,8,9,5,4,0,0,0,0,0,0,0,0,3.44,"Anand, Gopesh J",570.0,650.0,TR,Business Instructional Fac
327,BADM,380,39130,International Business,2,24,8,8,6,5,3,1,1,0,0,1,0,0,3.44,"Bucheli, Marcelo",840.0,920.0,MW,Business Instructional Fac
328,BADM,380,51543,International Business,5,19,8,2,1,1,0,0,0,0,0,0,0,0,3.82,"Bucheli, Marcelo",930.0,1010.0,MW,Business Instructional Fac
329,BADM,380,54782,International Business,17,6,1,1,0,0,0,1,0,0,0,0,0,0,3.88,"Zhang, Nan",570.0,650.0,TR,Wohlers Hall
330,BADM,381,58441,Multinational Management,6,10,2,1,0,1,0,0,0,0,1,0,0,0,3.73,"Minefee, Ishva",1470.0,830.0,MW,Business Instructional Fac
331,BADM,382,51561,International Marketing,6,13,14,5,0,0,0,0,0,0,0,0,0,0,3.79,"Koo, Minkyung",570.0,650.0,TR,Business Instructional Fac
332,BADM,395,58442,Making Things,0,11,6,0,3,0,1,0,0,0,0,0,0,0,3.68,"Rindfleisch, Aric P",1020.0,1190.0,W,ARR Business Instructional Fac
333,BADM,395,31030,Case Prob Formulation&Solution,10,14,11,7,0,0,1,0,0,0,0,0,0,1,3.77,"Somaya, Deepak",660.0,1490.0,F,Business Instructional Fac
334,BADM,395,45166,Digital Making Seminar,0,13,5,1,1,0,0,1,0,0,0,0,0,0,3.75,"Sachdev, Vishal",840.0,1010.0,M,ARR Business Instructional Fac
335,BADM,395,45357,Data Science & Analytics,0,22,9,1,0,0,0,0,0,0,0,0,0,0,3.89,"Kim, Sung W",930.0,1010.0,MW,Business Instructional Fac
336,BADM,395,31028,Foundations of Business,0,23,4,0,2,0,0,1,0,0,0,0,0,1,3.82,"Echambadi, Rajagopal",1020.0,1100.0,TR,Business Instructional Fac
338,BADM,445,31065,Small Business Consulting,8,14,1,4,1,0,0,0,0,0,0,0,0,0,3.86,"Kurtz, Jeffrey M",660.0,1460.0,TR,Wohlers Hall
339,BADM,446,31067,Entrepreneurship Sm Bus Form,0,24,9,1,0,0,0,0,0,0,0,0,0,0,3.89,"Isserman, Noah J",1470.0,830.0,TR,Business Instructional Fac
340,BADM,449,31082,Business Policy and Strategy,0,16,11,6,4,1,2,1,0,0,0,0,0,0,3.55,"Anderson, Phillip C",1470.0,830.0,MW,Business Instructional Fac
341,BADM,449,31084,Business Policy and Strategy,2,14,6,6,6,2,2,1,0,0,1,0,0,0,3.43,"Kim, June-Young",660.0,1460.0,MW,Business Instructional Fac
342,BADM,449,31181,Business Policy and Strategy,0,14,2,11,2,0,3,4,0,0,0,0,0,0,3.36,"Chattopadhyay, Shinjinee",930.0,1010.0,TR,Business Instructional Fac
343,BADM,449,31185,Business Policy and Strategy,0,17,10,9,2,0,0,2,0,0,0,0,0,0,3.62,"Chattopadhyay, Shinjinee",840.0,920.0,TR,Business Instructional Fac
344,BADM,449,31188,Business Policy and Strategy,1,15,10,5,9,0,1,0,0,0,0,0,1,0,3.49,"Anderson, Phillip C",660.0,1460.0,MW,Business Instructional Fac
345,BADM,449,31194,Business Policy and Strategy,9,6,7,12,3,4,4,0,0,0,0,0,0,0,3.44,"Shah, Sonali K",660.0,1460.0,TR,Business Instructional Fac
346,BADM,449,31198,Business Policy and Strategy,0,15,10,7,4,1,5,0,0,0,0,0,0,0,3.48,"Kim, June-Young",840.0,920.0,MW,Business Instructional Fac
